"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.443916441E0,-5.611404777E-3,1.326241493E-1,-5.106639862E-2
2.453987188E0,1.893354952E-2,1.076674461E-1,8.458137512E-3
2.464027417E0,3.486864269E-2,1.040747166E-1,4.878330231E-2
2.474067647E0,1.194953918E-2,8.148574829E-2,-5.686664581E-2
2.484107876E0,1.060514152E-2,3.794074059E-2,-1.383705139E-1
2.494148106E0,1.798920333E-2,2.108454704E-2,-1.575098038E-1
2.504188335E0,2.626226842E-2,-5.436730385E-2,-1.403837204E-1
2.514228564E0,4.479488730E-2,-1.325697899E-1,-6.044769287E-2
2.524268793E0,4.612330347E-2,-1.407840252E-1,2.858352661E-2
2.534339540E0,5.727602541E-2,-1.230099201E-1,9.950828552E-2
2.544379769E0,6.010960788E-2,-9.251475334E-2,1.957273483E-1
2.554419999E0,6.025627255E-2,-1.071314812E-1,2.214260101E-1
2.564460229E0,3.159471601E-2,-9.823346138E-2,1.285572052E-1
2.574500458E0,2.198523283E-2,-9.051275253E-2,-4.826927185E-2
2.584540687E0,5.453176796E-3,-8.434724808E-2,-1.894226074E-1
2.594580916E0,2.836138755E-2,-1.022379398E-1,-1.790018082E-1
2.604651663E0,1.455243677E-2,-7.668519020E-2,-1.725454330E-1
2.614691892E0,2.145158499E-2,1.112079620E-2,-1.414375305E-1
2.624732122E0,1.000281423E-2,4.449772835E-2,-1.364088058E-1
2.634772352E0,2.001791075E-2,7.492351532E-2,-2.846622467E-2
2.644812581E0,7.839876413E-2,1.041083336E-1,2.798519135E-1
2.654852810E0,7.490979880E-2,1.707761288E-1,7.072744370E-1
2.664893039E0,6.080797687E-2,1.412658691E-1,8.415889740E-1
2.674933268E0,1.203773990E-1,1.114263535E-1,7.044315338E-1
2.684973498E0,7.809370756E-2,1.421178579E-1,3.439779282E-1
2.695044244E0,3.998120502E-2,1.794970036E-1,-9.291267395E-2
2.705084475E0,-8.569665253E-3,2.256729603E-1,-3.922328949E-1
2.715124704E0,-3.032830358E-2,2.484041452E-1,-4.862852097E-1
2.725164933E0,5.360879004E-3,2.173267603E-1,-4.052228928E-1
2.735205162E0,-2.752319723E-2,1.495968103E-1,-2.965240479E-1
2.745245391E0,-6.506036222E-2,5.824577808E-2,-2.040367126E-1
2.755285621E0,-6.041619554E-2,7.035434246E-2,-8.471488953E-3
2.765356367E0,5.382260308E-3,1.292915344E-1,7.919406891E-2
2.775396597E0,-3.934984654E-2,7.571768761E-2,2.311038971E-1
2.785436827E0,2.105738409E-2,2.862429619E-2,2.795505524E-1
2.795477056E0,2.686508186E-2,-2.332806587E-3,2.748441696E-1
2.805517285E0,2.216871455E-2,-4.655599594E-3,1.879415512E-1
2.815557514E0,-2.430205606E-2,-5.003988743E-2,2.536106110E-2
2.825597744E0,-1.211139373E-2,-9.283053875E-2,-2.739143372E-2
2.835637973E0,-3.653734922E-2,-1.180218458E-1,-4.360294342E-2
2.845678203E0,-4.198917747E-2,-1.187336445E-1,2.971458435E-2
2.855748950E0,-2.729939297E-2,-1.063446999E-1,7.008457184E-2
2.865789179E0,6.716649514E-3,-9.253549576E-2,9.033298492E-2
2.875829408E0,8.247649297E-3,-7.691347599E-2,1.527976990E-1
2.885869637E0,-1.634099334E-2,-4.113101959E-2,2.026901245E-1
2.895909867E0,-2.474170551E-2,2.055072784E-2,1.495952606E-1
2.905950096E0,-4.433420673E-2,9.016966820E-2,1.154241562E-1
2.915990325E0,1.184515655E-3,7.245063782E-2,2.881813049E-2
2.926030555E0,6.201978307E-3,1.119949818E-1,-7.506370544E-3
2.936101302E0,4.643658549E-2,1.234208345E-1,1.854515076E-2
2.946141531E0,5.796804279E-2,1.352548599E-1,9.496974945E-2
2.956181760E0,7.797427475E-2,1.608481407E-1,1.617546082E-1
2.966221990E0,9.066981077E-2,1.842355728E-1,1.468381882E-1
2.976262219E0,3.028279170E-2,1.480960846E-1,3.589248657E-2
2.986302448E0,1.190680172E-2,7.927763462E-2,-9.094810486E-2
2.996342678E0,3.186219372E-3,6.736803055E-2,-7.624149323E-2
3.006382907E0,-9.890567511E-3,7.478666306E-2,-3.515148163E-2
3.016423137E0,-2.161415853E-2,6.450057030E-2,-3.453540802E-2
3.026493883E0,-1.118483394E-2,9.147834778E-2,-2.686214447E-2
3.036534113E0,-1.013548113E-2,1.053214073E-1,-4.961967468E-3
3.046574342E0,1.589379832E-2,1.028200388E-1,9.330463409E-2
3.056614571E0,3.381944448E-2,1.144055128E-1,1.984252930E-1
3.066654800E0,5.533279479E-2,1.286025047E-1,2.321062088E-1
3.076695030E0,1.006458551E-1,1.336700916E-1,2.122659683E-1
3.086735260E0,7.243797183E-2,1.292854548E-1,1.443157196E-1
3.096775489E0,4.800214246E-2,1.239519119E-1,4.998683929E-2
3.106846236E0,1.784765907E-2,6.525933743E-2,2.058887482E-2
3.116886465E0,2.141432278E-2,-7.770299911E-3,7.534408569E-2
3.126926694E0,1.264264286E-1,8.446884155E-2,1.038074493E-1
3.136966923E0,3.295800462E-2,8.087396622E-2,-1.017580032E-1
3.147007152E0,2.359713987E-2,1.528465748E-2,2.820014954E-2
3.157047383E0,-1.720655337E-2,9.903788567E-3,4.116916656E-2
3.167087612E0,3.656353056E-2,-3.203868866E-3,9.505558014E-2
3.177127841E0,-4.802761972E-2,-2.668666840E-2,1.467361450E-1
3.187198588E0,3.992878646E-2,-3.304290771E-2,1.098804474E-1
3.197238817E0,-5.394201726E-3,-4.228782654E-2,1.136856079E-1
3.207279046E0,-1.672410220E-2,-6.973028183E-3,-1.906490326E-2
3.217319275E0,1.660168171E-3,-5.534887314E-2,-1.292133331E-2
3.227359506E0,6.144315004E-3,-2.912557125E-2,-9.530925751E-2
3.237399735E0,4.093925655E-2,-3.049063683E-2,1.991271973E-3
3.247439964E0,4.056926444E-2,-2.907729149E-2,6.580924988E-2
3.257480193E0,3.307804093E-2,-6.289696693E-2,6.743717194E-2
3.267520423E0,2.768717706E-3,-5.504631996E-2,6.652355194E-2
3.277591169E0,1.737201959E-2,-1.439893246E-2,7.032966614E-2
3.287631398E0,1.917377114E-3,1.875478029E-2,1.052465439E-1
3.297671628E0,4.707873613E-2,1.322835684E-2,7.549953461E-2
3.307711858E0,3.510690853E-2,9.652495384E-3,4.093551636E-2
3.317752087E0,9.393602610E-3,-8.436024189E-3,-5.599021912E-3
3.327792316E0,3.848930448E-2,2.362066507E-2,2.208614349E-2
3.337832546E0,3.143938631E-2,2.505153418E-2,1.144723892E-1
3.347872775E0,3.511885926E-2,4.977887869E-2,1.253986359E-1
3.357943521E0,1.932737231E-2,5.277067423E-2,6.209850311E-2
3.367983751E0,8.094292134E-3,4.386389256E-2,-1.041345596E-1
3.378023980E0,5.064673722E-3,3.853529692E-2,-1.888389587E-1
3.388064210E0,3.463990986E-3,4.030352831E-2,-1.464281082E-1
3.398104439E0,2.720534801E-3,3.234016895E-2,-8.041381836E-3
3.408144669E0,-5.601570010E-4,5.428856611E-2,1.567869186E-1
3.418184898E0,1.461790502E-2,9.050667286E-2,2.880849838E-1
3.428225127E0,7.171012461E-3,1.011925936E-1,3.522033691E-1
3.438265356E0,5.665364489E-2,1.311321855E-1,3.059940338E-1
3.448336103E0,4.316046834E-2,9.696334600E-2,1.852083206E-1
3.458376333E0,1.823233068E-2,8.596950769E-2,5.480480194E-2
3.468416562E0,1.518654451E-2,8.698570728E-2,2.258491516E-2
3.478456792E0,2.947736159E-2,6.727403402E-2,-2.869892120E-2
3.488497021E0,2.888826653E-2,9.553432465E-2,-5.123233795E-2
3.498537250E0,1.373175159E-2,9.382820129E-2,-1.141452789E-2
3.508577479E0,-3.319770098E-3,7.470130920E-2,1.418781281E-2
3.518617708E0,8.920706809E-3,8.044797182E-2,4.705524445E-2
3.528657939E0,-2.129708230E-2,4.432362318E-2,5.129528046E-2
3.538728685E0,-3.199816495E-2,3.747504950E-2,1.727771759E-2
