,,Name,Username,"User Profile","Tweet ID",Retweets,Comments,Favorites,"Is Retweet?",Date,"Tweet Text","Tweet Source","Status URL"
67,,syad,syadyangkamu,https://www.twitter.com/syadyangkamu,"ID: 1378589642086318080",0,2,0,no,"2021-04-04 06:05:58","@KemensetnegRI Ada yg jual gdrive unlimited?","Twitter for Android",https://www.twitter.com/syadyangkamu/status/1378589642086318080
68,,"win 🍀",yeswin_,https://www.twitter.com/yeswin_,"ID: 1378589715893415939",0,3,43,no,"2021-04-04 06:06:15","@tokobukumijil @KemensetnegRI Mungkin poin ke i mas","Twitter for iPad",https://www.twitter.com/yeswin_/status/1378589715893415939
69,,porco,tempatpulang__,https://www.twitter.com/tempatpulang__,"ID: 1378589787037175810",0,1,1,no,"2021-04-04 06:06:32","@KemensetnegRI kontol","Twitter for iPhone",https://www.twitter.com/tempatpulang__/status/1378589787037175810
70,,😻Mueeza😻,mueeza02,https://www.twitter.com/mueeza02,"ID: 1378589938959020037",1,1,29,no,"2021-04-04 06:07:09","@KemensetnegRI heran sekretaris negara begitu merasa perlu bangeeedd memposting hal ini...buat konten juga?ahiieeww😅","Twitter for Android",https://www.twitter.com/mueeza02/status/1378589938959020037
71,,"Rizal do | GA Hot Sauce, cek likes",afrkml,https://www.twitter.com/afrkml,"ID: 1378590203183427590",5,4,68,no,"2021-04-04 06:08:12","@KemensetnegRI 🤡","Twitter for Android",https://www.twitter.com/afrkml/status/1378590203183427590
72,,"Hilmy Nugraha",hilmyhilmyx,https://www.twitter.com/hilmyhilmyx,"ID: 1378591413554749441",4,1,38,no,"2021-04-04 06:13:00","@KemensetnegRI https://t.co/CtjPv0BbeM","Twitter for Android",https://www.twitter.com/hilmyhilmyx/status/1378591413554749441
73,,MFS,asalbukanidig,https://www.twitter.com/asalbukanidig,"ID: 1378592795800207363",1,1,2,no,"2021-04-04 06:18:30","@KemensetnegRI https://t.co/1K2nOf7gbR","Twitter for Android",https://www.twitter.com/asalbukanidig/status/1378592795800207363
74,,"HM 🇮🇩",henrymea,https://www.twitter.com/henrymea,"ID: 1378592868206448640",4,97,82,no,"2021-04-04 06:18:47","@Ridwan1924 @KemensetnegRI Anda sudah baca UU or peraturan yang anda sebut? Bisa disebutkan di pasal mana pelanggaran yang dilakukan presiden sehingga bisa anda anggap sama dengan kerumunan yang dilakukan MRS?Ditunggu yaa. Anggap aja saya lagi belajar ilmu hukum sama anda..","Twitter for Android",https://www.twitter.com/henrymea/status/1378592868206448640
75,,"deden nurdin",dennurdin,https://www.twitter.com/dennurdin,"ID: 1378595553576022017",18,1,129,no,"2021-04-04 06:29:27","@KemensetnegRI Norak dan sangat menjijikan. Pendidikan moral paling bejat utk generasi muda dari orang2 tua yg hanya berorientasi kekuasaan.","Twitter for Android",https://www.twitter.com/dennurdin/status/1378595553576022017
76,,Tidew,Yxgmutualan,https://www.twitter.com/Yxgmutualan,"ID: 1378595872762556417",21,8,194,no,"2021-04-04 06:30:43","@SalimFarrah @KemensetnegRI Semoga ada kabar atta bayarin hutang negara wkwkwk","Twitter for Android",https://www.twitter.com/Yxgmutualan/status/1378595872762556417
